0,17*15+15,266,(89-67)*15+15,0,11*15+15,133,(49-34)*15+15,266,(95-67)*15+15,133,(46-34)*15+15,133,(63-34)*15+15,0,7*15+15,266,(70-67)*15+15,0,4*15+15,0,16*15+15,0,28*15+15,133,(43-34)*15+15,266,(88-67)*15+15,133,(41-34)*15+15,0,13*15+15,266,(98-67)*15+15,133,(40-34)*15+15,0,5*15+15,266,(67-67)*15+15,0,0*15+15,0,32*15+15,266,(68-67)*15+15,133,(61-34)*15+15,133,(50-34)*15+15,0,22*15+15,0,24*15+15,266,(92-67)*15+15,266,(90-67)*15+15,133,(57-34)*15+15,133,(45-34)*15+15,133,(42-34)*15+15,266,(86-67)*15+15,133,(52-34)*15+15,0,23*15+15,0,21*15+15,266,(73-67)*15+15,266,(85-67)*15+15,266,(87-67)*15+15,0,20*15+15,0,3*15+15,133,(65-34)*15+15,133,(38-34)*15+15,266,(84-67)*15+15,266,(96-67)*15+15,266,(76-67)*15+15,0,26*15+15,266,(83-67)*15+15,133,(58-34)*15+15,0,30*15+15,133,(47-34)*15+15,133,(55-34)*15+15,0,2*15+15,133,(51-34)*15+15,266,(82-67)*15+15,133,(48-34)*15+15,266,(69-67)*15+15,133,(59-34)*15+15,0,8*15+15,0,18*15+15,133,(64-34)*15+15,0,33*15+15,0,14*15+15,133,(53-34)*15+15,0,10*15+15,266,(99-67)*15+15,133,(56-34)*15+15,266,(72-67)*15+15,266,(78-67)*15+15,133,(37-34)*15+15,266,(80-67)*15+15,133,(36-34)*15+15,0,27*15+15,133,(34-34)*15+15,0,1*15+15,133,(39-34)*15+15,266,(81-67)*15+15,266,(74-67)*15+15,266,(91-67)*15+15,0,19*15+15,133,(44-34)*15+15,266,(79-67)*15+15,133,(60-34)*15+15,0,15*15+15,0,25*15+15,266,(75-67)*15+15,133,(62-34)*15+15,266,(97-67)*15+15,0,12*15+15,133,(54-34)*15+15,0,6*15+15,0,31*15+15,133,(35-34)*15+15,0,9*15+15,266,(93-67)*15+15,266,(71-67)*15+15,133,(66-34)*15+15,0,29*15+15,266,(77-67)*15+15,266,(94-67)*15+15,1477509018
0,270,266,345,532,176,133,240,266,435,133,195,133,450,655,180,266,60,0,75,0,255,727,315,133,150,266,330,531,139,546,43,266,480,133,105,569,196,266,15,435,93,441,70,266,30,133,420,133,255,0,345,0,375,266,390,266,360,133,360,133,180,133,135,266,300,133,285,627,158,0,330,612,20,266,285,266,315,531,14,0,60,133,480,133,75,266,270,266,450,266,150,0,405,266,255,133,375,559,65,133,210,133,330,435,29,133,270,438,52,133,225,266,45,693,335,0,135,0,285,133,465,0,510,0,225,133,300,541,270,266,495,133,345,266,90,266,180,133,60,266,210,133,45,0,420,133,15,0,30,133,90,266,225,263,123,266,375,0,300,133,165,266,195,133,405,0,240,0,390,266,135,133,435,266,465,0,195,133,315,0,105,0,480,648,66,0,150,266,405,266,75,133,495,-2,453,266,165,517,91,1477509991
0,270,266,345,532,176,133,240,266,435,133,195,133,450,655,180,266,60,0,75,0,255,727,315,133,150,266,330,531,139,546,43,266,480,133,105,569,196,266,15,435,93,441,70,266,30,133,420,133,255,0,345,0,375,266,390,266,360,133,360,133,180,133,135,266,300,133,285,627,158,0,330,612,20,266,285,266,315,531,14,0,60,133,480,133,75,266,270,266,450,266,150,0,405,266,255,133,375,559,65,133,210,133,330,435,29,133,270,438,52,133,225,266,45,693,335,0,135,0,285,133,465,0,510,0,225,133,300,541,270,266,495,133,345,266,90,266,180,133,60,266,210,133,45,0,420,133,15,0,30,133,90,266,225,263,123,266,375,0,300,133,165,266,195,133,405,0,240,0,390,266,135,133,435,266,465,0,195,133,315,0,105,0,480,648,66,0,150,266,405,266,75,133,495,-2,453,266,165,517,91,1477510006
0,270,266,345,532,176,133,240,266,435,133,195,133,450,655,180,266,60,0,75,0,255,727,315,133,150,266,330,531,139,546,43,266,480,133,105,569,196,266,15,435,93,441,70,266,30,133,420,133,255,0,345,0,375,266,390,266,360,133,360,133,180,133,135,266,300,133,285,627,158,0,330,612,20,266,285,266,315,531,14,0,60,133,480,133,75,266,270,266,450,266,150,0,405,266,255,133,375,559,65,133,210,133,330,435,29,133,270,438,52,133,225,266,45,693,335,0,135,0,285,133,465,0,510,0,225,133,300,541,270,266,495,133,345,266,90,266,180,133,60,266,210,133,45,0,420,133,15,0,30,133,90,266,225,263,123,266,375,0,300,133,165,266,195,133,405,0,240,0,390,266,135,133,435,266,465,0,195,133,315,0,105,0,480,648,66,0,150,266,405,266,75,133,495,-2,453,266,165,517,91,1477510021
0,270,266,345,532,176,133,240,266,435,133,195,133,450,655,180,266,60,0,75,0,255,727,315,133,150,266,330,531,139,546,43,266,480,133,105,569,196,266,15,435,93,441,70,266,30,133,420,133,255,0,345,0,375,266,390,266,360,133,360,133,180,133,135,266,300,133,285,627,158,0,330,612,20,266,285,266,315,531,14,0,60,133,480,133,75,266,270,266,450,266,150,0,405,266,255,133,375,559,65,133,210,133,330,435,29,133,270,438,52,133,225,266,45,693,335,0,135,0,285,133,465,0,510,0,225,133,300,541,270,266,495,133,345,266,90,266,180,133,60,266,210,133,45,0,420,133,15,0,30,133,90,266,225,263,123,266,375,0,300,133,165,266,195,133,405,0,240,0,390,266,135,133,435,266,465,0,195,133,315,0,105,0,480,648,66,0,150,266,405,266,75,133,495,-2,453,266,165,517,91,1477510036
0,270,266,345,532,176,133,240,266,435,133,195,133,450,655,180,266,60,0,75,0,255,727,315,133,150,266,330,531,139,546,43,266,480,133,105,569,196,266,15,435,93,441,70,266,30,133,420,133,255,0,345,0,375,266,390,266,360,133,360,133,180,133,135,266,300,133,285,627,158,0,330,612,20,266,285,266,315,531,14,0,60,133,480,133,75,266,270,266,450,266,150,0,405,266,255,133,375,559,65,133,210,133,330,435,29,133,270,438,52,133,225,266,45,693,335,0,135,0,285,133,465,0,510,0,225,133,300,541,270,266,495,133,345,266,90,266,180,133,60,266,210,133,45,0,420,133,15,0,30,133,90,266,225,263,123,266,375,0,300,133,165,266,195,133,405,0,240,0,390,266,135,133,435,266,465,0,195,133,315,0,105,0,480,648,66,0,150,266,405,266,75,133,495,-2,453,266,165,517,91,1477510051
0,270,266,345,532,176,133,240,266,435,133,195,133,450,655,180,266,60,0,75,0,255,727,315,133,150,266,330,531,139,546,43,266,480,133,105,569,196,266,15,435,93,441,70,266,30,133,420,133,255,0,345,0,375,266,390,266,360,133,360,133,180,133,135,266,300,133,285,627,158,0,330,612,20,266,285,266,315,531,14,0,60,133,480,133,75,266,270,266,450,266,150,0,405,266,255,133,375,559,65,133,210,133,330,435,29,133,270,438,52,133,225,266,45,693,335,0,135,0,285,133,465,0,510,0,225,133,300,541,270,266,495,133,345,266,90,266,180,133,60,266,210,133,45,0,420,133,15,0,30,133,90,266,225,263,123,266,375,0,300,133,165,266,195,133,405,0,240,0,390,266,135,133,435,266,465,0,195,133,315,0,105,0,480,648,66,0,150,266,405,266,75,133,495,-2,453,266,165,517,91,1477510066
0,270,266,345,532,176,133,240,266,435,133,195,133,450,655,180,266,60,0,75,0,255,727,315,133,150,266,330,531,139,546,43,266,480,133,105,569,196,266,15,435,93,441,70,266,30,133,420,133,255,0,345,0,375,266,390,266,360,133,360,133,180,133,135,266,300,133,285,627,158,0,330,612,20,266,285,266,315,531,14,0,60,133,480,133,75,266,270,266,450,266,150,0,405,266,255,133,375,559,65,133,210,133,330,435,29,133,270,438,52,133,225,266,45,693,335,0,135,0,285,133,465,0,510,0,225,133,300,541,270,266,495,133,345,266,90,266,180,133,60,266,210,133,45,0,420,133,15,0,30,133,90,266,225,263,123,266,375,0,300,133,165,266,195,133,405,0,240,0,390,266,135,133,435,266,465,0,195,133,315,0,105,0,480,648,66,0,150,266,405,266,75,133,495,-2,453,266,165,517,91,1477510081
0,270,266,345,532,176,133,240,266,435,133,195,133,450,655,180,266,60,0,75,0,255,727,315,133,150,266,330,531,139,546,43,266,480,133,105,569,196,266,15,435,93,441,70,266,30,133,420,133,255,0,345,0,375,266,390,266,360,133,360,133,180,133,135,266,300,133,285,627,158,0,330,612,20,266,285,266,315,531,14,0,60,133,480,133,75,266,270,266,450,266,150,0,405,266,255,133,375,559,65,133,210,133,330,435,29,133,270,438,52,133,225,266,45,693,335,0,135,0,285,133,465,0,510,0,225,133,300,541,270,266,495,133,345,266,90,266,180,133,60,266,210,133,45,0,420,133,15,0,30,133,90,266,225,263,123,266,375,0,300,133,165,266,195,133,405,0,240,0,390,266,135,133,435,266,465,0,195,133,315,0,105,0,480,648,66,0,150,266,405,266,75,133,495,-2,453,266,165,517,91,1477510096
0,270,266,345,532,176,133,240,266,435,133,195,133,450,655,180,266,60,0,75,0,255,727,315,133,150,266,330,531,139,546,43,266,480,133,105,569,196,266,15,435,93,441,70,266,30,133,420,133,255,0,345,0,375,266,390,266,360,133,360,133,180,133,135,266,300,133,285,627,158,0,330,612,20,266,285,266,315,531,14,0,60,133,480,133,75,266,270,266,450,266,150,0,405,266,255,133,375,559,65,133,210,133,330,435,29,133,270,438,52,133,225,266,45,693,335,0,135,0,285,133,465,0,510,0,225,133,300,541,270,266,495,133,345,266,90,266,180,133,60,266,210,133,45,0,420,133,15,0,30,133,90,266,225,263,123,266,375,0,300,133,165,266,195,133,405,0,240,0,390,266,135,133,435,266,465,0,195,133,315,0,105,0,480,648,66,0,150,266,405,266,75,133,495,-2,453,266,165,517,91,1477510111
0,270,266,345,532,176,133,240,266,435,133,195,133,450,655,180,266,60,0,75,0,255,727,315,133,150,266,330,531,139,546,43,266,480,133,105,569,196,266,15,435,93,441,70,266,30,133,420,133,255,0,345,0,375,266,390,266,360,133,360,133,180,133,135,266,300,133,285,627,158,0,330,612,20,266,285,266,315,531,14,0,60,133,480,133,75,266,270,266,450,266,150,0,405,266,255,133,375,559,65,133,210,133,330,435,29,133,270,438,52,133,225,266,45,693,335,0,135,0,285,133,465,0,510,0,225,133,300,541,270,266,495,133,345,266,90,266,180,133,60,266,210,133,45,0,420,133,15,0,30,133,90,266,225,263,123,266,375,0,300,133,165,266,195,133,405,0,240,0,390,266,135,133,435,266,465,0,195,133,315,0,105,0,480,648,66,0,150,266,405,266,75,133,495,-2,453,266,165,517,91,1477510126
0,270,266,345,532,176,133,240,266,435,133,195,133,450,655,180,266,60,0,75,0,255,727,315,133,150,266,330,531,139,546,43,266,480,133,105,569,196,266,15,435,93,441,70,266,30,133,420,133,255,0,345,0,375,266,390,266,360,133,360,133,180,133,135,266,300,133,285,627,158,0,330,612,20,266,285,266,315,531,14,0,60,133,480,133,75,266,270,266,450,266,150,0,405,266,255,133,375,559,65,133,210,133,330,435,29,133,270,438,52,133,225,266,45,693,335,0,135,0,285,133,465,0,510,0,225,133,300,541,270,266,495,133,345,266,90,266,180,133,60,266,210,133,45,0,420,133,15,0,30,133,90,266,225,263,123,266,375,0,300,133,165,266,195,133,405,0,240,0,390,266,135,133,435,266,465,0,195,133,315,0,105,0,480,648,66,0,150,266,405,266,75,133,495,-2,453,266,165,517,91,1477510141
0,270,266,345,532,176,133,240,266,435,133,195,133,450,655,180,266,60,0,75,0,255,727,315,133,150,266,330,531,139,546,43,266,480,133,105,569,196,266,15,435,93,441,70,266,30,133,420,133,255,0,345,0,375,266,390,266,360,133,360,133,180,133,135,266,300,133,285,627,158,0,330,612,20,266,285,266,315,531,14,0,60,133,480,133,75,266,270,266,450,266,150,0,405,266,255,133,375,559,65,133,210,133,330,435,29,133,270,438,52,133,225,266,45,693,335,0,135,0,285,133,465,0,510,0,225,133,300,541,270,266,495,133,345,266,90,266,180,133,60,266,210,133,45,0,420,133,15,0,30,133,90,266,225,263,123,266,375,0,300,133,165,266,195,133,405,0,240,0,390,266,135,133,435,266,465,0,195,133,315,0,105,0,480,648,66,0,150,266,405,266,75,133,495,-2,453,266,165,517,91,1477510156
0,270,266,345,532,176,133,240,266,435,133,195,133,450,655,180,266,60,0,75,0,255,727,315,133,150,266,330,531,139,546,43,266,480,133,105,569,196,266,15,435,93,441,70,266,30,133,420,133,255,0,345,0,375,266,390,266,360,133,360,133,180,133,135,266,300,133,285,627,158,0,330,612,20,266,285,266,315,531,14,0,60,133,480,133,75,266,270,266,450,266,150,0,405,266,255,133,375,559,65,133,210,133,330,435,29,133,270,438,52,133,225,266,45,693,335,0,135,0,285,133,465,0,510,0,225,133,300,541,270,266,495,133,345,266,90,266,180,133,60,266,210,133,45,0,420,133,15,0,30,133,90,266,225,263,123,266,375,0,300,133,165,266,195,133,405,0,240,0,390,266,135,133,435,266,465,0,195,133,315,0,105,0,480,648,66,0,150,266,405,266,75,133,495,-2,453,266,165,517,91,1477510171
0,270,266,345,532,176,133,240,266,435,133,195,133,450,655,180,266,60,0,75,0,255,727,315,133,150,266,330,531,139,546,43,266,480,133,105,569,196,266,15,435,93,441,70,266,30,133,420,133,255,0,345,0,375,266,390,266,360,133,360,133,180,133,135,266,300,133,285,627,158,0,330,612,20,266,285,266,315,531,14,0,60,133,480,133,75,266,270,266,450,266,150,0,405,266,255,133,375,559,65,133,210,133,330,435,29,133,270,438,52,133,225,266,45,693,335,0,135,0,285,133,465,0,510,0,225,133,300,541,270,266,495,133,345,266,90,266,180,133,60,266,210,133,45,0,420,133,15,0,30,133,90,266,225,263,123,266,375,0,300,133,165,266,195,133,405,0,240,0,390,266,135,133,435,266,465,0,195,133,315,0,105,0,480,648,66,0,150,266,405,266,75,133,495,-2,453,266,165,517,91,1477510186
0,270,266,345,532,176,133,240,266,435,133,195,133,450,655,180,266,60,0,75,0,255,727,315,133,150,266,330,531,139,546,43,266,480,133,105,569,196,266,15,435,93,441,70,266,30,133,420,133,255,0,345,0,375,266,390,266,360,133,360,133,180,133,135,266,300,133,285,627,158,0,330,612,20,266,285,266,315,531,14,0,60,133,480,133,75,266,270,266,450,266,150,0,405,266,255,133,375,559,65,133,210,133,330,435,29,133,270,438,52,133,225,266,45,693,335,0,135,0,285,133,465,0,510,0,225,133,300,541,270,266,495,133,345,266,90,266,180,133,60,266,210,133,45,0,420,133,15,0,30,133,90,266,225,263,123,266,375,0,300,133,165,266,195,133,405,0,240,0,390,266,135,133,435,266,465,0,195,133,315,0,105,0,480,648,66,0,150,266,405,266,75,133,495,-2,453,266,165,517,91,1477510201
0,270,266,345,532,176,133,240,266,435,133,195,133,450,655,180,266,60,0,75,0,255,727,315,133,150,266,330,531,139,546,43,266,480,133,105,569,196,266,15,435,93,441,70,266,30,133,420,133,255,0,345,0,375,266,390,266,360,133,360,133,180,133,135,266,300,133,285,627,158,0,330,612,20,266,285,266,315,531,14,0,60,133,480,133,75,266,270,266,450,266,150,0,405,266,255,133,375,559,65,133,210,133,330,435,29,133,270,438,52,133,225,266,45,693,335,0,135,0,285,133,465,0,510,0,225,133,300,541,270,266,495,133,345,266,90,266,180,133,60,266,210,133,45,0,420,133,15,0,30,133,90,266,225,263,123,266,375,0,300,133,165,266,195,133,405,0,240,0,390,266,135,133,435,266,465,0,195,133,315,0,105,0,480,648,66,0,150,266,405,266,75,133,495,-2,453,266,165,517,91,1477510216
0,270,266,345,532,176,133,240,266,435,133,195,133,450,655,180,266,60,0,75,0,255,727,315,133,150,266,330,531,139,546,43,266,480,133,105,569,196,266,15,435,93,441,70,266,30,133,420,133,255,0,345,0,375,266,390,266,360,133,360,133,180,133,135,266,300,133,285,627,158,0,330,612,20,266,285,266,315,531,14,0,60,133,480,133,75,266,270,266,450,266,150,0,405,266,255,133,375,559,65,133,210,133,330,435,29,133,270,438,52,133,225,266,45,693,335,0,135,0,285,133,465,0,510,0,225,133,300,541,270,266,495,133,345,266,90,266,180,133,60,266,210,133,45,0,420,133,15,0,30,133,90,266,225,263,123,266,375,0,300,133,165,266,195,133,405,0,240,0,390,266,135,133,435,266,465,0,195,133,315,0,105,0,480,648,66,0,150,266,405,266,75,133,495,-2,453,266,165,517,91,1477510231
0,270,266,345,532,176,133,240,266,435,133,195,133,450,655,180,266,60,0,75,0,255,727,315,133,150,266,330,531,139,546,43,266,480,133,105,569,196,266,15,435,93,441,70,266,30,133,420,133,255,0,345,0,375,266,390,266,360,133,360,133,180,133,135,266,300,133,285,627,158,0,330,612,20,266,285,266,315,531,14,0,60,133,480,133,75,266,270,266,450,266,150,0,405,266,255,133,375,559,65,133,210,133,330,435,29,133,270,438,52,133,225,266,45,693,335,0,135,0,285,133,465,0,510,0,225,133,300,541,270,266,495,133,345,266,90,266,180,133,60,266,210,133,45,0,420,133,15,0,30,133,90,266,225,263,123,266,375,0,300,133,165,266,195,133,405,0,240,0,390,266,135,133,435,266,465,0,195,133,315,0,105,0,480,648,66,0,150,266,405,266,75,133,495,-2,453,266,165,517,91,1477510246
0,270,266,345,532,176,133,240,266,435,133,195,133,450,655,180,266,60,0,75,0,255,727,315,133,150,266,330,531,139,546,43,266,480,133,105,569,196,266,15,435,93,441,70,266,30,133,420,133,255,0,345,0,375,266,390,266,360,133,360,133,180,133,135,266,300,133,285,627,158,0,330,612,20,266,285,266,315,531,14,0,60,133,480,133,75,266,270,266,450,266,150,0,405,266,255,133,375,559,65,133,210,133,330,435,29,133,270,438,52,133,225,266,45,693,335,0,135,0,285,133,465,0,510,0,225,133,300,541,270,266,495,133,345,266,90,266,180,133,60,266,210,133,45,0,420,133,15,0,30,133,90,266,225,263,123,266,375,0,300,133,165,266,195,133,405,0,240,0,390,266,135,133,435,266,465,0,195,133,315,0,105,0,480,648,66,0,150,266,405,266,75,133,495,-2,453,266,165,517,91,1477510261
0,270,266,345,532,176,133,240,266,435,133,195,133,450,655,180,266,60,0,75,0,255,727,315,133,150,266,330,531,139,546,43,266,480,133,105,569,196,266,15,435,93,441,70,266,30,133,420,133,255,0,345,0,375,266,390,266,360,133,360,133,180,133,135,266,300,133,285,627,158,0,330,612,20,266,285,266,315,531,14,0,60,133,480,133,75,266,270,266,450,266,150,0,405,266,255,133,375,559,65,133,210,133,330,435,29,133,270,438,52,133,225,266,45,693,335,0,135,0,285,133,465,0,510,0,225,133,300,541,270,266,495,133,345,266,90,266,180,133,60,266,210,133,45,0,420,133,15,0,30,133,90,266,225,263,123,266,375,0,300,133,165,266,195,133,405,0,240,0,390,266,135,133,435,266,465,0,195,133,315,0,105,0,480,648,66,0,150,266,405,266,75,133,495,-2,453,266,165,517,91,1477510276
0,270,266,345,532,176,133,240,266,435,133,195,133,450,655,180,266,60,0,75,0,255,727,315,133,150,266,330,531,139,546,43,266,480,133,105,569,196,266,15,435,93,441,70,266,30,133,420,133,255,0,345,0,375,266,390,266,360,133,360,133,180,133,135,266,300,133,285,627,158,0,330,612,20,266,285,266,315,531,14,0,60,133,480,133,75,266,270,266,450,266,150,0,405,266,255,133,375,559,65,133,210,133,330,435,29,133,270,438,52,133,225,266,45,693,335,0,135,0,285,133,465,0,510,0,225,133,300,541,270,266,495,133,345,266,90,266,180,133,60,266,210,133,45,0,420,133,15,0,30,133,90,266,225,263,123,266,375,0,300,133,165,266,195,133,405,0,240,0,390,266,135,133,435,266,465,0,195,133,315,0,105,0,480,648,66,0,150,266,405,266,75,133,495,-2,453,266,165,517,91,1477510291
0,270,266,345,532,176,133,240,266,435,133,195,133,450,655,180,266,60,0,75,0,255,727,315,133,150,266,330,531,139,546,43,266,480,133,105,569,196,266,15,435,93,441,70,266,30,133,420,133,255,0,345,0,375,266,390,266,360,133,360,133,180,133,135,266,300,133,285,627,158,0,330,612,20,266,285,266,315,531,14,0,60,133,480,133,75,266,270,266,450,266,150,0,405,266,255,133,375,559,65,133,210,133,330,435,29,133,270,438,52,133,225,266,45,693,335,0,135,0,285,133,465,0,510,0,225,133,300,541,270,266,495,133,345,266,90,266,180,133,60,266,210,133,45,0,420,133,15,0,30,133,90,266,225,263,123,266,375,0,300,133,165,266,195,133,405,0,240,0,390,266,135,133,435,266,465,0,195,133,315,0,105,0,480,648,66,0,150,266,405,266,75,133,495,-2,453,266,165,517,91,1477510306
0,270,266,345,532,176,133,240,266,435,133,195,133,450,655,180,266,60,0,75,0,255,727,315,133,150,266,330,531,139,546,43,266,480,133,105,569,196,266,15,435,93,441,70,266,30,133,420,133,255,0,345,0,375,266,390,266,360,133,360,133,180,133,135,266,300,133,285,627,158,0,330,612,20,266,285,266,315,531,14,0,60,133,480,133,75,266,270,266,450,266,150,0,405,266,255,133,375,559,65,133,210,133,330,435,29,133,270,438,52,133,225,266,45,693,335,0,135,0,285,133,465,0,510,0,225,133,300,541,270,266,495,133,345,266,90,266,180,133,60,266,210,133,45,0,420,133,15,0,30,133,90,266,225,263,123,266,375,0,300,133,165,266,195,133,405,0,240,0,390,266,135,133,435,266,465,0,195,133,315,0,105,0,480,648,66,0,150,266,405,266,75,133,495,-2,453,266,165,517,91,1477510321
0,270,266,345,532,176,133,240,266,435,133,195,133,450,655,180,266,60,0,75,0,255,727,315,133,150,266,330,531,139,546,43,266,480,133,105,569,196,266,15,435,93,441,70,266,30,133,420,133,255,0,345,0,375,266,390,266,360,133,360,133,180,133,135,266,300,133,285,627,158,0,330,612,20,266,285,266,315,531,14,0,60,133,480,133,75,266,270,266,450,266,150,0,405,266,255,133,375,559,65,133,210,133,330,435,29,133,270,438,52,133,225,266,45,693,335,0,135,0,285,133,465,0,510,0,225,133,300,541,270,266,495,133,345,266,90,266,180,133,60,266,210,133,45,0,420,133,15,0,30,133,90,266,225,263,123,266,375,0,300,133,165,266,195,133,405,0,240,0,390,266,135,133,435,266,465,0,195,133,315,0,105,0,480,648,66,0,150,266,405,266,75,133,495,-2,453,266,165,517,91,1477510336
0,270,266,345,532,176,133,240,266,435,133,195,133,450,655,180,266,60,0,75,0,255,727,315,133,150,266,330,531,139,546,43,266,480,133,105,569,196,266,15,435,93,441,70,266,30,133,420,133,255,0,345,0,375,266,390,266,360,133,360,133,180,133,135,266,300,133,285,627,158,0,330,612,20,266,285,266,315,531,14,0,60,133,480,133,75,266,270,266,450,266,150,0,405,266,255,133,375,559,65,133,210,133,330,435,29,133,270,438,52,133,225,266,45,693,335,0,135,0,285,133,465,0,510,0,225,133,300,541,270,266,495,133,345,266,90,266,180,133,60,266,210,133,45,0,420,133,15,0,30,133,90,266,225,263,123,266,375,0,300,133,165,266,195,133,405,0,240,0,390,266,135,133,435,266,465,0,195,133,315,0,105,0,480,648,66,0,150,266,405,266,75,133,495,-2,453,266,165,517,91,1477510351
0,270,266,345,532,176,133,240,266,435,133,195,133,450,655,180,266,60,0,75,0,255,727,315,133,150,266,330,531,139,546,43,266,480,133,105,569,196,266,15,435,93,441,70,266,30,133,420,133,255,0,345,0,375,266,390,266,360,133,360,133,180,133,135,266,300,133,285,627,158,0,330,612,20,266,285,266,315,531,14,0,60,133,480,133,75,266,270,266,450,266,150,0,405,266,255,133,375,559,65,133,210,133,330,435,29,133,270,438,52,133,225,266,45,693,335,0,135,0,285,133,465,0,510,0,225,133,300,541,270,266,495,133,345,266,90,266,180,133,60,266,210,133,45,0,420,133,15,0,30,133,90,266,225,263,123,266,375,0,300,133,165,266,195,133,405,0,240,0,390,266,135,133,435,266,465,0,195,133,315,0,105,0,480,648,66,0,150,266,405,266,75,133,495,-2,453,266,165,517,91,1477510366
0,270,266,345,532,176,133,240,266,435,133,195,133,450,655,180,266,60,0,75,0,255,727,315,133,150,266,330,531,139,546,43,266,480,133,105,569,196,266,15,435,93,441,70,266,30,133,420,133,255,0,345,0,375,266,390,266,360,133,360,133,180,133,135,266,300,133,285,627,158,0,330,612,20,266,285,266,315,531,14,0,60,133,480,133,75,266,270,266,450,266,150,0,405,266,255,133,375,559,65,133,210,133,330,435,29,133,270,438,52,133,225,266,45,693,335,0,135,0,285,133,465,0,510,0,225,133,300,541,270,266,495,133,345,266,90,266,180,133,60,266,210,133,45,0,420,133,15,0,30,133,90,266,225,263,123,266,375,0,300,133,165,266,195,133,405,0,240,0,390,266,135,133,435,266,465,0,195,133,315,0,105,0,480,648,66,0,150,266,405,266,75,133,495,-2,453,266,165,517,91,1477510381
0,270,266,345,532,176,133,240,266,435,133,195,133,450,655,180,266,60,0,75,0,255,727,315,133,150,266,330,531,139,546,43,266,480,133,105,569,196,266,15,435,93,441,70,266,30,133,420,133,255,0,345,0,375,266,390,266,360,133,360,133,180,133,135,266,300,133,285,627,158,0,330,612,20,266,285,266,315,531,14,0,60,133,480,133,75,266,270,266,450,266,150,0,405,266,255,133,375,559,65,133,210,133,330,435,29,133,270,438,52,133,225,266,45,693,335,0,135,0,285,133,465,0,510,0,225,133,300,541,270,266,495,133,345,266,90,266,180,133,60,266,210,133,45,0,420,133,15,0,30,133,90,266,225,263,123,266,375,0,300,133,165,266,195,133,405,0,240,0,390,266,135,133,435,266,465,0,195,133,315,0,105,0,480,648,66,0,150,266,405,266,75,133,495,-2,453,266,165,517,91,1477510396
0,270,266,345,532,176,133,240,266,435,133,195,133,450,655,180,266,60,0,75,0,255,727,315,133,150,266,330,531,139,546,43,266,480,133,105,569,196,266,15,435,93,441,70,266,30,133,420,133,255,0,345,0,375,266,390,266,360,133,360,133,180,133,135,266,300,133,285,627,158,0,330,612,20,266,285,266,315,531,14,0,60,133,480,133,75,266,270,266,450,266,150,0,405,266,255,133,375,559,65,133,210,133,330,435,29,133,270,438,52,133,225,266,45,693,335,0,135,0,285,133,465,0,510,0,225,133,300,541,270,266,495,133,345,266,90,266,180,133,60,266,210,133,45,0,420,133,15,0,30,133,90,266,225,263,123,266,375,0,300,133,165,266,195,133,405,0,240,0,390,266,135,133,435,266,465,0,195,133,315,0,105,0,480,648,66,0,150,266,405,266,75,133,495,-2,453,266,165,517,91,1477510411
0,270,266,345,532,176,133,240,266,435,133,195,133,450,655,180,266,60,0,75,0,255,727,315,133,150,266,330,531,139,546,43,266,480,133,105,569,196,266,15,435,93,441,70,266,30,133,420,133,255,0,345,0,375,266,390,266,360,133,360,133,180,133,135,266,300,133,285,627,158,0,330,612,20,266,285,266,315,531,14,0,60,133,480,133,75,266,270,266,450,266,150,0,405,266,255,133,375,559,65,133,210,133,330,435,29,133,270,438,52,133,225,266,45,693,335,0,135,0,285,133,465,0,510,0,225,133,300,541,270,266,495,133,345,266,90,266,180,133,60,266,210,133,45,0,420,133,15,0,30,133,90,266,225,263,123,266,375,0,300,133,165,266,195,133,405,0,240,0,390,266,135,133,435,266,465,0,195,133,315,0,105,0,480,648,66,0,150,266,405,266,75,133,495,-2,453,266,165,517,91,1477510426
0,270,266,345,532,176,133,240,266,435,133,195,133,450,655,180,266,60,0,75,0,255,727,315,133,150,266,330,531,139,546,43,266,480,133,105,569,196,266,15,435,93,441,70,266,30,133,420,133,255,0,345,0,375,266,390,266,360,133,360,133,180,133,135,266,300,133,285,627,158,0,330,612,20,266,285,266,315,531,14,0,60,133,480,133,75,266,270,266,450,266,150,0,405,266,255,133,375,559,65,133,210,133,330,435,29,133,270,438,52,133,225,266,45,693,335,0,135,0,285,133,465,0,510,0,225,133,300,541,270,266,495,133,345,266,90,266,180,133,60,266,210,133,45,0,420,133,15,0,30,133,90,266,225,263,123,266,375,0,300,133,165,266,195,133,405,0,240,0,390,266,135,133,435,266,465,0,195,133,315,0,105,0,480,648,66,0,150,266,405,266,75,133,495,-2,453,266,165,517,91,1477510441
